"AUDTYL77.Code.or.Value","AUDTYL77.Value.Description","AUDTYL77.Count","AUDTYL77.Cumulative","AUDTYL77.Skip.to.Item"
"0 to 0.41","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
