"AUXRR275.Code.or.Value","AUXRR275.Value.Description","AUXRR275.Count","AUXRR275.Cumulative","AUXRR275.Skip.to.Item"
"-16 to 80","Range of Values",2160,2160,NA
".","Missing",208,2368,NA
