"AUXLR223.Code.or.Value","AUXLR223.Value.Description","AUXLR223.Count","AUXLR223.Cumulative","AUXLR223.Skip.to.Item"
"-32 to 54","Range of Values",1883,1883,NA
".","Missing",163,2046,NA
