"AUXRR166.Code.or.Value","AUXRR166.Value.Description","AUXRR166.Count","AUXRR166.Cumulative","AUXRR166.Skip.to.Item"
"-16 to 55","Range of Values",2160,2160,NA
".","Missing",208,2368,NA
