"AUXRR136.Code.or.Value","AUXRR136.Value.Description","AUXRR136.Count","AUXRR136.Cumulative","AUXRR136.Skip.to.Item"
"-40 to 43","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
