"AUXRR259.Code.or.Value","AUXRR259.Value.Description","AUXRR259.Count","AUXRR259.Cumulative","AUXRR259.Skip.to.Item"
"-15 to 126","Range of Values",2160,2160,NA
".","Missing",208,2368,NA
