"AUDTYL58.Code.or.Value","AUDTYL58.Value.Description","AUDTYL58.Count","AUDTYL58.Cumulative","AUDTYL58.Skip.to.Item"
"0 to 2.34","Range of Values",1774,1774,NA
".","Missing",115,1889,NA
