"TYXP070.Code.or.Value","TYXP070.Value.Description","TYXP070.Count","TYXP070.Cumulative","TYXP070.Skip.to.Item"
"-195 to 158","Range of Values",5581,5581,NA
".","Missing",4,5585,NA
