"CIQP61.Code.or.Value","CIQP61.Value.Description","CIQP61.Count","CIQP61.Cumulative","CIQP61.Skip.to.Item"
"1","Yes",1,1,NA
"2","No",4,5,NA
"7","Refused",0,5,NA
"9","Don't know",0,5,NA
".","Missing",923,928,NA
