"SMQ880.Code.or.Value","SMQ880.Value.Description","SMQ880.Count","SMQ880.Cumulative","SMQ880.Skip.to.Item"
"1","Yes",413,413,NA
"2","No",5262,5675,NA
"7","Refused",0,5675,NA
"9","Don't know",3,5678,NA
".","Missing",4497,10175,NA
