"AUXLR151.Code.or.Value","AUXLR151.Value.Description","AUXLR151.Count","AUXLR151.Cumulative","AUXLR151.Skip.to.Item"
"-23 to 78","Range of Values",3831,3831,NA
".","Missing",669,4500,NA
