"AUXRR243.Code.or.Value","AUXRR243.Value.Description","AUXRR243.Count","AUXRR243.Cumulative","AUXRR243.Skip.to.Item"
"-11 to 33","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
