"SMQ868.Code.or.Value","SMQ868.Value.Description","SMQ868.Count","SMQ868.Cumulative","SMQ868.Skip.to.Item"
"1","Yes",205,205,NA
"2","No",475,680,NA
"7","Refused",0,680,NA
"9","Don't know",0,680,NA
".","Missing",9495,10175,NA
