"AUDTYR48.Code.or.Value","AUDTYR48.Value.Description","AUDTYR48.Count","AUDTYR48.Cumulative","AUDTYR48.Skip.to.Item"
"0 to 4.06","Range of Values",1774,1774,NA
".","Missing",115,1889,NA
