"AUDTYR58.Code.or.Value","AUDTYR58.Value.Description","AUDTYR58.Count","AUDTYR58.Cumulative","AUDTYR58.Skip.to.Item"
"0 to 1.69","Range of Values",1890,1890,NA
".","Missing",156,2046,NA
