"SXQ280.Code.or.Value","SXQ280.Value.Description","SXQ280.Count","SXQ280.Cumulative","SXQ280.Skip.to.Item"
"1","Circumcised",1336,1336,NA
"2","Uncircumcised",523,1859,NA
"7","Refused",7,1866,NA
"9","Don't know",5,1871,NA
".","Missing",3431,5302,NA
