"AUDTYL47.Code.or.Value","AUDTYL47.Value.Description","AUDTYL47.Count","AUDTYL47.Cumulative","AUDTYL47.Skip.to.Item"
"0 to 2.34","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
