"RDQ100.Code.or.Value","RDQ100.Value.Description","RDQ100.Count","RDQ100.Cumulative","RDQ100.Skip.to.Item"
"1","Yes",619,619,NA
"2","No",705,1324,NA
"7","Refused",0,1324,NA
"9","Don't know",8,1332,NA
".","Missing",8313,9645,NA
