"FSD041.Code.or.Value","FSD041.Value.Description","FSD041.Count","FSD041.Cumulative","FSD041.Skip.to.Item"
"1","Yes",1442,1442,""
"2","No",2253,3695,"FSD061"
"7","Refused",3,3698,"FSD061"
"9","Don't know",1,3699,"FSD061"
".","Missing",6838,10537,""
