"AUXRR132.Code.or.Value","AUXRR132.Value.Description","AUXRR132.Count","AUXRR132.Cumulative","AUXRR132.Skip.to.Item"
"-45 to 110","Range of Values",2160,2160,NA
".","Missing",208,2368,NA
