"AUXLR236.Code.or.Value","AUXLR236.Value.Description","AUXLR236.Count","AUXLR236.Cumulative","AUXLR236.Skip.to.Item"
"-19 to 52","Range of Values",1774,1774,NA
".","Missing",115,1889,NA
