"AUXLR233.Code.or.Value","AUXLR233.Value.Description","AUXLR233.Count","AUXLR233.Cumulative","AUXLR233.Skip.to.Item"
"-39 to 99","Range of Values",3831,3831,NA
".","Missing",669,4500,NA
