"URDP25LC.Code.or.Value","URDP25LC.Value.Description","URDP25LC.Count","URDP25LC.Cumulative","URDP25LC.Skip.to.Item"
"0","At or above the detection limit",1911,1911,NA
"1","Below lower detection limit",9,1920,NA
".","Missing",727,2647,NA
