"AUXLR210.Code.or.Value","AUXLR210.Value.Description","AUXLR210.Count","AUXLR210.Cumulative","AUXLR210.Skip.to.Item"
"-12 to 79","Range of Values",2152,2152,NA
".","Missing",216,2368,NA
