"AUXRR165.Code.or.Value","AUXRR165.Value.Description","AUXRR165.Count","AUXRR165.Cumulative","AUXRR165.Skip.to.Item"
"-83 to 68","Range of Values",1676,1676,NA
".","Missing",131,1807,NA
