"AUXRR234.Code.or.Value","AUXRR234.Value.Description","AUXRR234.Count","AUXRR234.Cumulative","AUXRR234.Skip.to.Item"
"-23 to 53","Range of Values",2752,2752,NA
".","Missing",282,3034,NA
