"DBQ424.Code.or.Value","DBQ424.Value.Description","DBQ424.Count","DBQ424.Cumulative","DBQ424.Skip.to.Item"
"1","Yes",274,274,NA
"2","No",573,847,NA
"3","Did not attend summer program",593,1440,NA
"7","Refused",0,1440,NA
"9","Don't know",1,1441,NA
".","Missing",8708,10149,NA
