"TYXP049.Code.or.Value","TYXP049.Value.Description","TYXP049.Count","TYXP049.Cumulative","TYXP049.Skip.to.Item"
"-74 to 189","Range of Values",5583,5583,NA
".","Missing",2,5585,NA
