"AUXLR104.Code.or.Value","AUXLR104.Value.Description","AUXLR104.Count","AUXLR104.Cumulative","AUXLR104.Skip.to.Item"
"-46 to 44","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
