"TYXA123.Code.or.Value","TYXA123.Value.Description","TYXA123.Count","TYXA123.Cumulative","TYXA123.Skip.to.Item"
"0.09 to 6.485","Range of Values",5245,5245,NA
".","Missing",340,5585,NA
