"RFXC029.Code.or.Value","RFXC029.Value.Description","RFXC029.Count","RFXC029.Cumulative","RFXC029.Skip.to.Item"
"-6.787 to 3.561","Range of Values",51068,51068,NA
".","Missing",8,51076,NA
