"SMQ862.Code.or.Value","SMQ862.Value.Description","SMQ862.Count","SMQ862.Cumulative","SMQ862.Skip.to.Item"
"1","Yes",136,136,NA
"2","No",4781,4917,NA
"7","Refused",0,4917,NA
"9","Don't know",6,4923,NA
".","Missing",5048,9971,NA
