"PAQ100.Code.or.Value","PAQ100.Value.Description","PAQ100.Count","PAQ100.Cumulative","PAQ100.Skip.to.Item"
"1","Yes",2950,2950,""
"2","No",2874,5824,"PAQ180"
"3","Unable to do activity",212,6036,"PAQ180"
"7","Refused",5,6041,"PAQ180"
"9","Don't know",1,6042,"PAQ180"
".","Missing",3146,9188,""
