"AUDTYL46.Code.or.Value","AUDTYL46.Value.Description","AUDTYL46.Count","AUDTYL46.Cumulative","AUDTYL46.Skip.to.Item"
"0 to 4.72","Range of Values",1893,1893,NA
".","Missing",153,2046,NA
