"TYXP171.Code.or.Value","TYXP171.Value.Description","TYXP171.Count","TYXP171.Cumulative","TYXP171.Skip.to.Item"
"-294 to -1","Range of Values",2844,2844,NA
".","Missing",5625,8469,NA
