"SMD650.Code.or.Value","SMD650.Value.Description","SMD650.Count","SMD650.Cumulative","SMD650.Skip.to.Item"
"2 to 60","Range of Values",1017,1017,NA
"1","1 cigarette or less",89,1106,NA
"95","95 cigarettes or more",1,1107,NA
"777","Refused",0,1107,NA
"999","Don't know",2,1109,NA
".","Missing",5892,7001,NA
