"AUXLR157.Code.or.Value","AUXLR157.Value.Description","AUXLR157.Count","AUXLR157.Cumulative","AUXLR157.Skip.to.Item"
"-13 to 46","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
