"AUXRR145.Code.or.Value","AUXRR145.Value.Description","AUXRR145.Count","AUXRR145.Cumulative","AUXRR145.Skip.to.Item"
"-52 to 51","Range of Values",1676,1676,NA
".","Missing",131,1807,NA
