"TYXP101.Code.or.Value","TYXP101.Value.Description","TYXP101.Count","TYXP101.Cumulative","TYXP101.Skip.to.Item"
"-279 to 78","Range of Values",8459,8459,NA
".","Missing",10,8469,NA
