"RFXC031.Code.or.Value","RFXC031.Value.Description","RFXC031.Count","RFXC031.Cumulative","RFXC031.Skip.to.Item"
"-6.785 to 3.521","Range of Values",51067,51067,NA
".","Missing",9,51076,NA
