"SMQ815.Code.or.Value","SMQ815.Value.Description","SMQ815.Count","SMQ815.Cumulative","SMQ815.Skip.to.Item"
"1","Today",28,28,NA
"2","Yesterday",30,58,NA
"3","3 to 5 days ago",6,64,NA
"7","Refused",1,65,NA
"9","Don't know",1,66,NA
".","Missing",6924,6990,NA
