"LBD052LC.Code.or.Value","LBD052LC.Value.Description","LBD052LC.Count","LBD052LC.Cumulative","LBD052LC.Skip.to.Item"
"0","detectable result",179,179,NA
"1","below detectable limit",1358,1537,NA
".","Missing",1010,2547,NA
