"AUDTYR53.Code.or.Value","AUDTYR53.Value.Description","AUDTYR53.Count","AUDTYR53.Cumulative","AUDTYR53.Skip.to.Item"
"0 to 3.53","Range of Values",1682,1682,NA
".","Missing",125,1807,NA
