"AUXRR148.Code.or.Value","AUXRR148.Value.Description","AUXRR148.Count","AUXRR148.Cumulative","AUXRR148.Skip.to.Item"
"-38 to 151","Range of Values",2160,2160,NA
".","Missing",208,2368,NA
