"AUQ310.Code.or.Value","AUQ310.Value.Description","AUQ310.Count","AUQ310.Cumulative","AUQ310.Skip.to.Item"
"1","1 to less than 100 rounds",701,701,NA
"2","100 to less than 1000 rounds",423,1124,NA
"3","1000 to less than 10,000 rounds",291,1415,NA
"4","10,000 to less than 50,000 rounds",106,1521,NA
"5","50,000 rounds or more",66,1587,NA
"7","Refused",0,1587,NA
"9","Don't know",26,1613,NA
".","Missing",7751,9364,NA
