"SXQ806.Code.or.Value","SXQ806.Value.Description","SXQ806.Count","SXQ806.Cumulative","SXQ806.Skip.to.Item"
"1","Yes",926,926,NA
"2","No",1349,2275,NA
"7","Refused",5,2280,NA
"9","Don't know",1,2281,NA
".","Missing",3021,5302,NA
