"AUDTYL01.Code.or.Value","AUDTYL01.Value.Description","AUDTYL01.Count","AUDTYL01.Cumulative","AUDTYL01.Skip.to.Item"
"0 to 2.41","Range of Values",1893,1893,NA
".","Missing",153,2046,NA
