"AUDTYR37.Code.or.Value","AUDTYR37.Value.Description","AUDTYR37.Count","AUDTYR37.Cumulative","AUDTYR37.Skip.to.Item"
"0 to 2.38","Range of Values",2160,2160,NA
".","Missing",208,2368,NA
