"AUXLR172.Code.or.Value","AUXLR172.Value.Description","AUXLR172.Count","AUXLR172.Cumulative","AUXLR172.Skip.to.Item"
"-22 to 63","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
