"OHQ865.Code.or.Value","OHQ865.Value.Description","OHQ865.Count","OHQ865.Cumulative","OHQ865.Skip.to.Item"
"1","Yes",771,771,NA
"2","No",3787,4558,NA
"7","Refused",1,4559,NA
"9","Don't know",6,4565,NA
".","Missing",4799,9364,NA
