"AUXRR146.Code.or.Value","AUXRR146.Value.Description","AUXRR146.Count","AUXRR146.Cumulative","AUXRR146.Skip.to.Item"
"-18 to 92","Range of Values",2752,2752,NA
".","Missing",282,3034,NA
