"AUDTYL61.Code.or.Value","AUDTYL61.Value.Description","AUDTYL61.Count","AUDTYL61.Cumulative","AUDTYL61.Skip.to.Item"
"0 to 1.19","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
