"CIQD035.Code.or.Value","CIQD035.Value.Description","CIQD035.Count","CIQD035.Cumulative","CIQD035.Skip.to.Item"
"1","Yes",15,15,NA
"2","No",10,25,NA
"7","Refuse",0,25,NA
"9","Don't know",1,26,NA
".","Missing",824,850,NA
