"AUXLR240.Code.or.Value","AUXLR240.Value.Description","AUXLR240.Count","AUXLR240.Cumulative","AUXLR240.Skip.to.Item"
"-22 to 74","Range of Values",2754,2754,NA
".","Missing",280,3034,NA
