"AUXLR248.Code.or.Value","AUXLR248.Value.Description","AUXLR248.Count","AUXLR248.Cumulative","AUXLR248.Skip.to.Item"
"-27 to 38","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
