"DBQ301.Code.or.Value","DBQ301.Value.Description","DBQ301.Count","DBQ301.Cumulative","DBQ301.Skip.to.Item"
"1","Yes",90,90,NA
"2","No",1810,1900,NA
"7","Refused",0,1900,NA
"9","Don't know",1,1901,NA
".","Missing",8070,9971,NA
