"SMQ681.Code.or.Value","SMQ681.Value.Description","SMQ681.Count","SMQ681.Cumulative","SMQ681.Skip.to.Item"
"1","Yes",1321,1321,""
"2","No",5108,6429,"SMQ851"
"7","Refused",1,6430,"SMQ851"
"9","Don't know",0,6430,"SMQ851"
".","Missing",549,6979,""
