"AUXLR224.Code.or.Value","AUXLR224.Value.Description","AUXLR224.Count","AUXLR224.Cumulative","AUXLR224.Skip.to.Item"
"-13 to 66","Range of Values",2152,2152,NA
".","Missing",216,2368,NA
