"RHQ171.Code.or.Value","RHQ171.Value.Description","RHQ171.Count","RHQ171.Cumulative","RHQ171.Skip.to.Item"
"0 to 12","Range of Values",1794,1794,NA
"77","Refused",0,1794,NA
"99","Don't know",0,1794,NA
".","Missing",1504,3298,NA
