"FSD451.Code.or.Value","FSD451.Value.Description","FSD451.Count","FSD451.Cumulative","FSD451.Skip.to.Item"
"1","Ever",149,149,NA
"2","Never",797,946,NA
"7","Refused",0,946,NA
"9","Don't know",1,947,NA
".","Missing",9202,10149,NA
