"AUQ211.Code.or.Value","AUQ211.Value.Description","AUQ211.Count","AUQ211.Cumulative","AUQ211.Skip.to.Item"
"1","Yes",729,729,NA
"2","No",2439,3168,NA
"7","Refused",1,3169,NA
"9","Don't know",0,3169,NA
".","Missing",6653,9822,NA
