"AUXLR175.Code.or.Value","AUXLR175.Value.Description","AUXLR175.Count","AUXLR175.Cumulative","AUXLR175.Skip.to.Item"
"-14 to 80","Range of Values",1774,1774,NA
".","Missing",115,1889,NA
