"DBQ424.Code.or.Value","DBQ424.Value.Description","DBQ424.Count","DBQ424.Cumulative","DBQ424.Skip.to.Item"
"1","Yes",415,415,NA
"2","No",643,1058,NA
"3","Did not attend summer program",625,1683,NA
"7","Refused",0,1683,NA
"9","Don't know",3,1686,NA
".","Missing",8285,9971,NA
