"CBQ685.Code.or.Value","CBQ685.Value.Description","CBQ685.Count","CBQ685.Cumulative","CBQ685.Skip.to.Item"
"1","Always",234,234,NA
"2","Most of the time",316,550,NA
"3","Sometimes",735,1285,NA
"4","Rarely",545,1830,NA
"5","Never",402,2232,NA
"6","Never seen",6,2238,NA
"7","Refused",0,2238,NA
"9","Don't know",9,2247,NA
".","Missing",622,2869,NA
